SEP=;;;;elev agl (ft);lgt type;lgt hr;elev agl (m)
EFINOB 42845;Wind turbine;63.30689667;22.45794194;729;FLG W;H24;222
EFINOB 44811;Wind turbine;64.41833806;24.16271861;689;FLG W;H24;210
EFINOB 44812;Wind turbine;64.41757222;24.17469944;689;FLG W;H24;210
EFINOB 44813;Wind turbine;64.42415639;24.16174278;689;FLG W;H24;210
EFINOB 44814;Wind turbine;64.42284333;24.17141444;689;FLG W;H24;210
EFINOB 44815;Wind turbine;64.42362722;24.18182528;689;FLG W;H24;210
EFINOB 44947;Wind turbine;64.26803333;26.71657389;821;F R;HN;250
EFINOB 44948;Wind turbine;64.27098361;26.72488444;821;F R;HN;250
EFINOB 44949;Wind turbine;64.26816417;26.733665;821;F R;HN;250
EFINOB 44950;Wind turbine;64.27407861;26.73402111;821;F R;HN;250
EFINOB 44951;Wind turbine;64.27211472;26.74500278;821;F R;HN;250
EFINOB 44952;Wind turbine;64.2764575;26.74977417;821;FLG W;H24;250
EFINOB 44953;Wind turbine;64.282925;26.74839361;821;F R;HN;250
EFINOB 44954;Wind turbine;64.28627417;26.76577667;821;FLG W;H24;250
EFINOB 44955;Wind turbine;64.29115694;26.76637556;821;F R;HN;250
EFINOB 44956;Wind turbine;64.29354917;26.77548806;821;F R;HN;250
EFINOB 44957;Wind turbine;64.299125;26.78362639;821;F R;HN;250
EFINOB 44958;Wind turbine;64.29689528;26.79294306;821;F R;HN;250
EFINOB 44959;Wind turbine;64.29865694;26.72886583;821;F R;HN;250
EFINOB 44960;Wind turbine;64.29334361;26.72358722;821;F R;HN;250
EFINOB 44961;Wind turbine;64.29792472;26.71657722;821;FLG W;H24;250
EFINOB 44962;Wind turbine;64.28936583;26.73184917;821;F R;HN;250
EFINOB 44963;Wind turbine;64.28723917;26.74197139;821;F R;HN;250
EFINOB 44964;Wind turbine;64.28091139;26.7169375;821;F R;HN;250
EFINOB 44965;Wind turbine;64.28427417;26.72991583;821;F R;HN;250
EFINOB 44966;Wind turbine;64.27887222;26.73001;821;F R;HN;250
EFINOB 44967;Wind turbine;64.27593444;26.71882639;821;F R;HN;250
EFINOB 44968;Wind turbine;64.27132889;26.70859167;821;FLG W;H24;250
EFINOB 44969;Wind turbine;64.30103556;26.77123167;821;FLG W;H24;250
EFINOB 44970;Wind turbine;64.30112389;26.80099222;821;FLG W;H24;250
EFINOB 47123;Wind turbine;64.75985833;25.22073583;722;FLG R;H24;220
EFINOB 47126;Wind turbine;64.75388889;25.21277778;755;FLG R;H24;230
EFINOB 47127;Wind turbine;64.74861111;25.20555556;755;FLG R;H24;230
EFINOB 47128;Wind turbine;64.74333333;25.19833333;755;FLG R;H24;230
